freq	unit	iccs	geo	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 
A	NR	ICCS05012	England and Wales			643645.0	602128.0	519265.0	473349.0	442602.0	402984.0	430347.0	437583.0	402345.0	321507.0	300517.0	292260.0	280696.0
A	NR	ICCS05012	Scotland		53116.0	44725.0	40814.0	36792.0	38033.0	36265.0	32684.0	30181.0	29623.0	24828.0	23613.0	21232.0	20429.0	17465.0
A	NR	ICCS05012	Northern Ireland	8080.0	9833.0	9774.0	8530.0	7435.0	7725.0	7665.0	8372.0	9071.0	10122.0	8943.0	7302.0	7255.0	6831.0	6712.0
A	NR	ICCS050211	Austria			6095.0	5791.0	5950.0	5771.0	5679.0	8601.0	5740.0	5489.0	7720.0	8156.0	11089.0	8959.0	7802.0
A	NR	ICCS050211	Belgium								54146.0	49822.0	45263.0	36222.0	29878.0	26769.0	26754.0	24884.0
A	NR	ICCS050211	Bulgaria			2451.0	2413.0	2433.0	1758.0	1507.0	2422.0	2076.0	2196.0	1488.0	1268.0	785.0	640.0	448.0
A	NR	ICCS050211	Cyprus	587.0	551.0	543.0	1661.0	1548.0	1252.0	959.0	1237.0	1441.0	1206.0	1569.0	1475.0	1610.0	1780.0	2025.0
A	NR	ICCS050211	Czechia	28322.0	28101.0	27327.0	29639.0	31331.0	29779.0	28946.0	25539.0	23539.0	26143.0	25331.0	24230.0	23040.0	20996.0	20329.0
A	NR	ICCS050211	Germany	276745.0	272357.0	262620.0	225787.0	190585.0	162518.0	140636.0	127750.0	121533.0	116230.0	109846.0	107920.0	96451.0	90224.0	92628.0
A	NR	ICCS050211	Denmark	46173.0	45743.0	46174.0	51512.0	50220.0	46020.0	42179.0	41740.0	37444.0	37390.0	34037.0	31525.0	25887.0	25183.0	25868.0
A	NR	ICCS050211	Estonia	2621.0	2536.0	1955.0	1643.0	1762.0	2106.0	2455.0	2322.0	2818.0	2628.0	2099.0	1840.0	1929.0	1239.0	1007.0
A	NR	ICCS050211	Greece				5309.0	6568.0	7610.0	7239.0	5585.0	5700.0	5385.0	5865.0	5568.0	17552.0	20216.0	22516.0
A	NR	ICCS050211	Spain		99769.0	98848.0	113924.0	142047.0	147620.0	148881.0	144509.0	158898.0	156232.0	138829.0	126902.0	120946.0	117663.0	107786.0
A	NR	ICCS050211	Finland	21059.0	21043.0	19772.0	20261.0	22015.0	26404.0	29611.0	26391.0	22583.0	23115.0	21922.0	19326.0	16791.0	15276.0	14827.0
A	NR	ICCS050211	France		484179.0	453525.0	443767.0	417360.0	415930.0	395947.0	401057.0	418983.0	382148.0	328678.0	285680.0	260538.0	243153.0	224658.0
A	NR	ICCS050211	Metropolitan France		484179.0	453525.0	443767.0	417360.0	415930.0	395947.0	401057.0	418983.0	382148.0	328678.0	285680.0	260538.0	243153.0	224658.0
A	NR	ICCS050211	Croatia								2055.0	2222.0	2404.0	2338.0	2462.0	2274.0	2033.0	2069.0
A	NR	ICCS050211	Hungary	13254.0	16051.0	18391.0	24094.0	20823.0	21011.0	16822.0	14470.0	12585.0	11569.0	12240.0	10969.0	10770.0	10058.0	15017.0
A	NR	ICCS050211	Ireland	13244.0	12039.0	11754.0	13405.0	13589.0	13793.0	14851.0	16140.0	14710.0	14111.0	12463.0	14369.0	14199.0	13661.0	13531.0
A	NR	ICCS050211	Italy	311256.0	302490.0	305438.0	317897.0	301233.0	309113.0	294726.0	243890.0	235946.0	232564.0	221543.0	270129.0	265975.0	280167.0	277549.0
A	NR	ICCS050211	Liechtenstein					6.0	7.0	17.0	6.0	8.0	7.0	14.0	16.0	10.0	7.0	7.0
